accountId,name,summonerName,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,gameId
200394182,MJ,TheRoughead,1,false,3078,1055,3031,1038,3158,3042,3340,7,9,10,4,1,1,773,0,0,0,0,0,139078,16252,121413,1412,1023,19229,6510,12513,204,3111,3,9763,1628,992,28,0,24613,13082,11130,400,13752,12533,1,0,159,19,9,10,105,16,0,0,15,3,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,177636626
200394182,MJ,TheRoughead,9,true,3078,1055,3042,3072,3158,0,3340,13,2,22,6,1,3,1083,0,0,0,0,0,143225,19607,120649,2968,0,35222,11046,22767,1408,3997,3,14369,13900,8412,20,8,17401,6708,10038,654,15792,11433,3,0,131,16,11,5,192,17,0,0,11,1,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,176908953
200394182,MJ,TheRoughead,1,true,3025,3401,3117,0,0,0,3340,3,0,7,3,1,1,0,0,0,0,0,0,32570,12594,15073,4902,0,8400,3909,4491,0,2786,5,5291,1528,1528,3,0,8324,2176,6147,0,6226,5950,1,0,48,0,0,0,73,10,0,0,3,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,175888043
200394182,MJ,TheRoughead,4,true,3078,3072,3042,3158,0,3031,3340,22,1,5,17,4,2,857,3,1,1,0,0,170538,34274,133466,2798,943,40659,12465,27359,834,2457,3,10563,11924,6282,14,0,17184,5346,11754,84,16590,14783,3,0,177,9,8,1,201,16,0,0,10,0,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,175631264
200394182,MJ,TheRoughead,4,false,3078,1055,3158,3004,1036,0,3340,4,5,3,2,1,2,701,0,0,0,0,0,80627,17632,62995,0,0,13672,5339,8332,0,1539,2,5067,0,0,11,0,13222,6252,6258,710,8396,8033,0,0,132,1,1,0,0,12,0,0,8,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,175005487
200394182,MJ,TheRoughead,1,false,3078,1055,3158,3004,1053,1036,3340,5,8,6,2,1,1,625,0,0,0,0,0,85198,16927,67906,365,0,14705,4619,9721,365,1007,1,8532,0,0,10,0,20217,5125,14652,440,9549,8983,0,0,134,1,1,0,0,14,0,0,8,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,174897035
200394182,MJ,TheRoughead,9,true,3031,3072,1029,3006,3046,0,3340,5,7,3,0,1,0,461,0,0,0,0,0,166700,6192,159821,686,730,16659,1273,14699,686,3058,1,18615,9783,5899,16,0,21935,10139,10933,862,13552,12000,3,1,183,25,7,18,90,15,0,0,9,0,true,false,true,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,174527367
200394182,MJ,TheRoughead,3,false,2031,3157,3020,1402,1052,0,3340,3,8,6,0,1,0,391,0,0,0,0,0,70952,54608,10926,5418,0,6825,5841,718,266,11972,1,396,0,333,0,0,27030,6450,20171,408,7987,7210,0,0,33,40,29,11,321,13,0,0,8,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,171820510
200394182,MJ,TheRoughead,8,true,2010,1055,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,1992,0,0,144,0,144,0,0,0,0,0,0,0,0,75,0,75,0,841,500,0,0,10,0,0,0,74,2,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,171533799
200394182,MJ,TheRoughead,1,true,3042,3031,3072,3078,3158,3026,3340,10,8,15,4,2,2,982,1,0,0,0,0,285916,27046,255954,2915,1154,38432,14285,22806,1340,7617,2,948,0,10505,0,0,35962,13452,21245,1264,20860,17433,4,3,230,23,8,15,3,18,0,0,19,3,false,false,false,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,171522665
200394182,MJ,TheRoughead,6,true,1052,3157,1056,3020,3802,3108,3340,5,3,3,2,1,2,697,0,0,0,0,0,87513,73141,14371,0,0,13826,13262,564,0,5905,1,0,0,0,0,0,14847,3577,10133,1137,9829,6935,2,1,94,0,0,0,370,14,0,0,9,1,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,169024763
200394182,MJ,TheRoughead,3,true,3285,3157,3089,3020,3135,3100,3340,11,6,30,5,2,3,980,1,0,0,0,0,257590,229160,25537,2893,0,38178,34911,2280,987,5883,4,0,0,0,0,0,25310,5557,19047,705,20267,17800,0,2,214,13,7,6,408,18,0,0,8,1,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,166603014
200394182,MJ,TheRoughead,8,true,3165,1056,3020,1026,1058,1052,3340,7,0,13,7,2,1,0,1,0,0,0,0,50863,27262,8600,15000,0,10724,10052,671,0,903,2,0,0,0,0,0,6269,2550,3429,290,8253,7035,3,0,37,0,0,0,327,11,0,0,5,0,false,false,true,false,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,166594206
200394182,MJ,TheRoughead,1,true,3071,1408,3134,3117,3742,1057,3340,5,5,11,4,2,1,1035,1,0,0,0,0,158769,31468,116283,11016,0,14139,3190,9901,1047,9871,1,0,0,0,0,0,42813,14000,28416,396,12686,11045,0,0,63,70,23,47,841,16,0,0,25,4,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,166556792
200394182,MJ,TheRoughead,6,true,3068,3742,3111,3071,3065,3083,3340,20,3,8,14,2,2,1066,3,0,0,0,0,237064,43525,185251,8288,0,47850,9360,32436,6053,3244,1,0,0,0,0,0,51808,16519,32641,2647,20668,16300,4,0,242,28,16,12,236,18,0,0,13,3,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159872012
200394182,MJ,TheRoughead,4,false,2003,3006,1037,3086,1018,1042,3340,1,4,0,0,1,0,665,0,0,0,0,0,35378,985,34054,338,304,2186,108,1740,338,0,0,0,0,0,0,0,8502,5911,2591,0,6099,4525,0,0,61,4,4,0,30,11,0,0,0,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159788234
200394182,MJ,TheRoughead,2,false,3285,3157,3020,1056,3165,1033,3340,3,13,7,0,1,0,278,0,0,0,0,0,133296,121066,12229,0,0,23409,22716,692,0,4998,1,0,0,0,0,0,30364,19588,10379,396,11958,11250,0,0,163,0,0,0,405,16,0,0,15,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159695515
200394182,MJ,TheRoughead,4,false,3108,1056,3020,0,0,0,3340,1,1,0,0,1,0,297,0,0,0,0,0,19279,11187,7812,280,0,2969,1977,711,280,247,1,0,0,0,0,0,3435,1670,1754,10,4105,2600,0,0,38,0,0,0,221,8,0,0,1,0,false,false,false,false,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159571482
200394182,MJ,TheRoughead,6,true,2003,3157,3020,1056,3165,3285,3340,3,7,10,0,1,0,623,0,0,0,0,0,111215,97896,13153,166,0,9966,9405,539,22,8221,1,0,0,0,0,0,20485,9708,10596,180,11967,10750,0,1,110,14,6,8,318,16,0,0,8,0,false,false,false,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159495604
200394182,MJ,TheRoughead,4,false,3078,1055,3042,3072,3158,1037,3340,4,10,10,2,1,1,790,0,0,0,0,0,104223,17070,87153,0,0,18035,7425,10610,0,4404,4,0,0,0,0,0,25738,10963,13499,1276,12342,12258,0,0,157,0,0,0,3,16,0,0,9,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159374905
200394182,MJ,TheRoughead,3,true,3031,3033,3006,3046,3072,3026,3340,11,16,12,3,2,3,515,1,0,0,0,0,282052,9881,267505,4665,880,45521,2818,40676,2025,2482,1,0,0,0,0,0,52289,26073,25558,657,19165,17200,4,2,194,32,4,28,384,18,0,0,16,0,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159241244
200394182,MJ,TheRoughead,8,false,3165,2049,3020,1056,3285,3191,3340,4,9,14,3,1,1,390,0,0,0,0,0,93546,80482,13064,0,0,18380,16736,1644,0,2465,2,0,0,0,0,0,20704,8593,12050,60,10642,9700,0,0,81,4,3,1,213,14,0,0,25,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159199294
200394182,MJ,TheRoughead,2,true,2031,1041,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,8696,91,7451,1154,0,0,0,0,0,683,1,0,0,0,0,0,1501,149,1352,0,1053,500,0,0,0,12,4,8,157,3,0,0,0,0,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159189428
200394182,MJ,TheRoughead,4,false,3068,1054,3071,3211,3111,1028,3340,1,5,3,0,1,0,520,0,0,0,0,0,153380,38245,114459,675,0,8691,1686,6329,675,317,1,0,0,0,0,0,28436,3440,22491,2503,10863,9350,1,0,227,8,8,0,52,16,0,0,11,0,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,159076088
200394182,MJ,TheRoughead,6,true,3083,3065,3068,3111,3071,3742,3340,6,4,10,2,1,2,1065,0,0,0,0,0,240454,39225,197521,3708,0,25283,5118,17160,3004,669,1,0,0,0,0,0,45734,6959,34409,4366,18909,16500,3,0,283,28,20,8,124,18,0,0,18,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158957391
200394182,MJ,TheRoughead,9,true,2045,3401,3102,3117,3025,0,3340,5,5,16,3,2,1,523,1,0,0,0,0,40742,15457,16206,9078,0,12488,7119,4976,392,4885,4,0,0,0,0,0,24231,8308,15383,538,11327,10200,0,0,55,1,0,1,178,14,0,0,23,2,false,false,false,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158947284
200394182,MJ,TheRoughead,1,true,3071,1408,3134,3117,3742,1033,3340,8,6,11,3,2,3,596,1,0,0,0,0,102441,19617,75044,7778,0,12609,2658,9610,340,5010,1,0,0,0,0,0,26249,8018,17748,482,13352,10875,1,0,42,57,23,34,435,16,0,0,26,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158942940
200394182,MJ,TheRoughead,6,false,0,1054,3111,3071,3068,1011,3340,7,11,4,3,2,2,411,1,0,0,0,0,102541,22372,80023,145,0,14316,4029,10140,145,1364,1,0,0,0,0,0,31016,8071,20939,2005,10584,9000,0,0,129,4,4,0,82,15,0,0,13,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158950830
200394182,MJ,TheRoughead,7,true,2033,3077,3111,3071,3742,3082,3340,3,11,19,0,1,0,593,0,0,0,0,0,100489,6065,93335,1088,0,10858,1885,8973,0,2615,3,0,0,0,0,0,29681,9888,19191,602,12517,9800,3,0,84,12,9,3,75,15,0,0,11,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158477523
200394182,MJ,TheRoughead,1,false,0,3157,3020,3285,1058,3100,3340,6,11,20,4,1,2,329,0,0,0,0,0,187712,164469,22981,261,0,25223,21556,3406,261,2362,1,0,0,0,0,0,30854,13397,16789,668,14747,12350,0,0,210,3,3,0,285,18,0,0,7,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158166601
200394182,MJ,TheRoughead,6,false,1038,3086,3009,1055,3133,1018,3340,1,6,3,0,1,0,689,0,0,0,0,0,60263,2499,57763,0,458,5318,834,4483,0,929,3,0,0,0,0,0,13972,6312,7149,510,6501,6100,0,0,90,11,2,9,83,12,0,0,5,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158156011
200394182,MJ,TheRoughead,3,false,3075,3814,1408,3117,3742,3102,3340,15,11,25,4,1,4,988,0,0,0,0,0,204382,72541,123863,7978,149,37162,10836,25381,944,10478,1,0,0,0,0,0,50564,16988,33089,486,18279,14125,0,0,103,42,18,24,702,18,0,0,32,3,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158125721
200394182,MJ,TheRoughead,3,false,3031,1055,3094,3006,1053,1036,3340,3,5,8,2,1,1,820,0,0,0,0,0,98431,3145,94483,802,918,13930,708,12796,426,971,2,0,0,0,0,0,15358,4587,10538,232,9812,9200,1,0,117,12,4,8,86,14,0,0,7,1,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157651729
200394182,MJ,TheRoughead,6,true,1031,3074,1408,3134,3742,3117,3340,5,7,12,2,2,2,832,2,0,0,0,0,123561,21342,94646,7572,0,16174,2014,13901,258,6237,1,0,0,0,0,0,36370,11839,23663,868,13236,11625,0,0,61,53,28,25,435,16,0,0,26,2,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157386225
200394182,MJ,TheRoughead,3,false,3071,1054,3068,3111,1028,0,3340,4,8,2,2,1,1,415,0,0,0,0,0,82166,18177,63872,116,0,9089,2700,6272,116,1247,1,0,0,0,0,0,29631,15294,12939,1398,8947,8350,0,0,136,0,0,0,75,13,0,0,7,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157395061
200394182,MJ,TheRoughead,1,true,3111,1054,3068,3071,3742,0,3340,9,5,3,3,1,2,383,0,0,0,0,0,119332,26343,89079,3910,0,15725,3942,9654,2127,1462,1,0,0,0,0,0,29852,4146,23770,1935,11267,10700,1,0,111,17,0,17,90,15,0,0,8,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157154485
200394182,MJ,TheRoughead,7,true,3191,1056,3165,3020,3285,3108,3340,7,6,13,4,2,2,462,1,0,0,0,0,66026,46664,16326,3034,0,15929,12919,2770,240,3614,4,0,0,0,0,0,14221,6392,7441,388,11167,10150,2,1,37,4,2,2,179,13,0,0,9,0,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157153876
200394182,MJ,TheRoughead,3,true,3100,3157,3020,3285,3089,0,3340,10,11,16,2,1,3,702,0,0,0,0,0,174095,154770,19141,183,0,32703,29567,3135,0,4183,3,0,0,0,0,0,27499,7748,17990,1761,16578,14900,3,1,150,11,6,5,259,18,0,0,9,3,false,false,false,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157122214
200394182,MJ,TheRoughead,3,true,3751,1054,3111,3071,1029,0,3340,8,3,2,6,2,2,616,1,0,0,0,0,96324,12467,83724,132,0,14723,2989,11600,132,496,1,0,0,0,0,0,16296,1390,14380,526,10213,6450,3,1,142,0,0,0,65,13,0,0,5,1,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,156999972
200394182,MJ,TheRoughead,8,false,2003,1054,3111,3071,3068,0,3340,5,5,4,2,1,2,631,0,0,0,0,0,87418,28218,57168,2031,0,6512,1713,4054,745,148,1,0,0,0,0,0,20239,5058,14410,770,9052,7750,2,0,130,0,0,0,105,13,0,0,6,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,156774111
200394182,MJ,TheRoughead,6,true,1052,3157,1056,3020,3108,3802,3340,3,10,10,2,1,1,480,0,0,0,0,0,47603,41373,6052,176,0,10829,9802,1027,0,4234,1,0,0,0,0,0,17707,7753,8908,1046,10348,6935,0,0,42,4,0,4,240,13,0,0,8,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,156624456
200394182,MJ,TheRoughead,3,false,3165,1056,3020,1052,3285,1029,3340,6,12,4,2,1,3,252,0,0,0,0,0,71956,62573,9382,0,0,11257,10235,1021,0,495,1,0,0,0,0,0,17380,8430,8719,230,9582,8635,0,0,65,0,0,0,245,14,0,0,8,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,156340488
200394182,MJ,TheRoughead,1,true,3285,3157,3020,1026,3165,1058,3340,9,4,14,5,1,2,595,0,0,0,0,0,133206,114262,17473,1471,0,18036,16731,1075,230,8260,1,0,0,0,0,0,20995,7474,12992,528,14713,12850,2,1,141,14,3,11,441,17,0,0,13,0,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,156279743
