200394182,MJ,TheRoughead,213013310,1531015349778,11
200394182,MJ,TheRoughead,212863847,1530826018685,11
200394182,MJ,TheRoughead,202426241,1520678854580,11
200394182,MJ,TheRoughead,202414594,1520676014014,11
200394182,MJ,TheRoughead,200395574,1518764427935,11
200394182,MJ,TheRoughead,200394616,1518762859070,11
200394182,MJ,TheRoughead,186257246,1506079201618,9
200394182,MJ,TheRoughead,185103448,1505038861815,9
200394182,MJ,TheRoughead,183409806,1503487893841,9
200394182,MJ,TheRoughead,183134401,1503204441889,9
200394182,MJ,TheRoughead,183133619,1503202042022,9
200394182,MJ,TheRoughead,182083117,1502362970465,9
200394182,MJ,TheRoughead,181027541,1501408064866,9
200394182,MJ,TheRoughead,180406105,1500802465224,9
200394182,MJ,TheRoughead,177636626,1498375675313,9
200394182,MJ,TheRoughead,176908953,1497749760481,9
200394182,MJ,TheRoughead,175888043,1496834850208,9
200394182,MJ,TheRoughead,175631264,1496570583641,9
200394182,MJ,TheRoughead,175005487,1496058800580,9
200394182,MJ,TheRoughead,174897035,1495940326260,9
200394182,MJ,TheRoughead,174527367,1495624829602,9
200394182,MJ,TheRoughead,171820510,1493290186795,9
200394182,MJ,TheRoughead,171533799,1493037514849,9
200394182,MJ,TheRoughead,171522665,1493033319739,9
200394182,MJ,TheRoughead,169024763,1491124395836,9
200394182,MJ,TheRoughead,166603014,1489060700100,9
200394182,MJ,TheRoughead,166594206,1489059029175,9
200394182,MJ,TheRoughead,166556792,1489055190666,9
200394182,MJ,TheRoughead,159872012,1483609069661,9
200394182,MJ,TheRoughead,159788234,1483523198586,9
200394182,MJ,TheRoughead,159695515,1483439261635,9
200394182,MJ,TheRoughead,159571482,1483332625184,9
200394182,MJ,TheRoughead,159495604,1483256069638,9
200394182,MJ,TheRoughead,159374905,1483164581716,9
200394182,MJ,TheRoughead,159241244,1482996271680,9
200394182,MJ,TheRoughead,159199294,1482989307748,9
200394182,MJ,TheRoughead,159189428,1482988475415,9
200394182,MJ,TheRoughead,159076088,1482902135510,9
200394182,MJ,TheRoughead,158957391,1482763892176,9
200394182,MJ,TheRoughead,158947284,1482761477980,9
200394182,MJ,TheRoughead,158942940,1482743004808,9
200394182,MJ,TheRoughead,158950830,1482733996908,9
200394182,MJ,TheRoughead,158477523,1482317730719,9
200394182,MJ,TheRoughead,158166601,1482059440314,9
200394182,MJ,TheRoughead,158156011,1482057707323,9
200394182,MJ,TheRoughead,158125721,1482033695364,9
200394182,MJ,TheRoughead,157651729,1481625044614,9
200394182,MJ,TheRoughead,157386225,1481450778357,9
200394182,MJ,TheRoughead,157395061,1481447947953,9
200394182,MJ,TheRoughead,157154485,1481269871682,9
200394182,MJ,TheRoughead,157153876,1481267225453,9
200394182,MJ,TheRoughead,157122214,1481196180083,9
200394182,MJ,TheRoughead,156999972,1481109425883,8
200394182,MJ,TheRoughead,156774111,1480927645455,8
200394182,MJ,TheRoughead,156624456,1480831686936,8
200394182,MJ,TheRoughead,156340488,1480588393290,8
200394182,MJ,TheRoughead,156279743,1480585203209,8
200394182,MJ,TheRoughead,156229164,1480502452417,8
200394182,MJ,TheRoughead,156097485,1480414502702,8
200394182,MJ,TheRoughead,156087162,1480412338483,8
200394182,MJ,TheRoughead,156016176,1480328384171,8
200394182,MJ,TheRoughead,155710894,1480075533519,8
200394182,MJ,TheRoughead,155730436,1480074763635,8
200394182,MJ,TheRoughead,155730142,1480073610125,8
200394182,MJ,TheRoughead,155649545,1480070011485,8
200394182,MJ,TheRoughead,155528064,1479982746533,8
200394182,MJ,TheRoughead,155457443,1479900486290,8
200394182,MJ,TheRoughead,155456890,1479898145733,8
200394182,MJ,TheRoughead,155397568,1479812271889,8
200394182,MJ,TheRoughead,155200605,1479723560953,8
200394182,MJ,TheRoughead,155139533,1479720522096,8
